ID,log2 fold change,Average Expression,moderated t-statistic,nominal p-value,Benjamini-Hochberg adjusted p-value,Gene Symbol,Gene Title,Chromosomal Location,Alignments
229589_x_at,-0.137,5.077,-4.497,1.96E-05,8.59E-04,BIVM,"Basic, immunoglobulin-like variable motif containing",chr13q32-q33.1,chr13:103493722-103493883 (-) // 58.97 // q33.1
239597_at,0.429,4.884,4.496,1.96E-05,8.60E-04,---,---,---,chr13:28795057-28795484 (+) // 57.37 // q12.2
238696_at,-0.185,4.309,-4.496,1.97E-05,8.60E-04,HNRNPA1L2,Heterogeneous nuclear ribonucleoprotein A1-like 2,chr13q14.3,chr13:53205597-53206189 (+) // 89.7 // q14.3
219381_at,-0.180,3.573,-4.495,1.97E-05,8.60E-04,C5orf42,chromosome 5 open reading frame 42,chr5p13.2,chr5:37106337-37142542 (-) // 79.83 // p13.2
1559101_at,0.269,4.721,4.494,1.98E-05,8.62E-04,FYN,"FYN oncogene related to SRC, FGR, YES",chr6q21,chr6:112099760-112101921 (-) // 72.1 // q21
1559052_s_at,-0.165,6.766,-4.494,1.98E-05,8.62E-04,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2,chr3q29,chr3:196509577-196555613 (+) // 100.0 // q29 /// chr15:21936222-21938066 (-) // 96.44 // q11.2
202823_at,-0.157,8.870,-4.492,1.99E-05,8.65E-04,TCEB1,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)",chr8q21.11,chr8:74857849-74884495 (-) // 95.74 // q21.11
227600_at,-0.193,6.068,-4.490,2.01E-05,8.70E-04,---,---,---,chr5:44817706-44819875 (+) // 73.07 // p12
201016_at,-0.133,9.579,-4.490,2.01E-05,8.70E-04,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",chrXp22.12,chr1:17009585-17012748 (-) // 68.92 // p36.13 /// chrX:20142635-20159959 (-) // 93.38 // p22.12
242463_x_at,-0.154,8.604,-4.489,2.02E-05,8.73E-04,ZNF600,zinc finger protein 600,chr19q13.41,chr19:53268747-53269174 (-) // 100.0 // q13.41 /// chr19:53207845-53208269 (-) // 92.97 // q13.41 /// chr19:53409325-53410256 (-) // 90.63 // q13.41
219138_at,-0.143,6.926,-4.487,2.03E-05,8.76E-04,RPL14,ribosomal protein L14,chr3p22-p21.2,chr3:40499379-40503767 (-) // 74.91 // p22.1
227021_at,-0.188,5.926,-4.484,2.06E-05,8.83E-04,KDM1B,lysine (K)-specific demethylase 1B,chr6p22.3,chr6:18223048-18224084 (+) // 94.17 // p22.3
237321_at,-0.464,4.984,-4.484,2.06E-05,8.83E-04,LOC100506457,hypothetical LOC100506457,---,chr2:12246786-12271708 (+) // 53.91 // p24.3
225469_at,-0.108,8.649,-4.483,2.06E-05,8.84E-04,LYRM5,LYR motif containing 5,chr12p12.1,chr12:25348143-25357949 (+) // 94.64 // p12.1
213235_at,0.281,5.350,4.481,2.09E-05,8.92E-04,C16orf88,chromosome 16 open reading frame 88,chr16p12.3,chr16:19717673-19729526 (-) // 79.02 // p12.3
225366_at,-0.134,7.236,-4.477,2.12E-05,9.04E-04,PGM2,phosphoglucomutase 2,chr4p14,chr4:37828332-37864558 (+) // 98.88 // p14
230669_at,0.349,6.307,4.475,2.13E-05,9.08E-04,RASA2,RAS p21 protein activator 2,chr3q22-q23,chr3:141331147-141331621 (+) // 90.63 // q23
1553668_at,-0.122,4.536,-4.475,2.14E-05,9.08E-04,LRCH3,leucine-rich repeats and calponin homology (CH) domain containing 3,chr3q29,chr3:197518139-197598456 (+) // 94.66 // q29
222387_s_at,0.212,7.102,4.472,2.16E-05,9.15E-04,VPS35,vacuolar protein sorting 35 homolog (S. cerevisiae),chr16q12,chr16:34324871-34339205 (+) // 42.09 // p11.2 /// chr16:46693386-46717519 (-) // 96.6 // q11.2
224252_s_at,0.231,7.509,4.470,2.18E-05,9.22E-04,FXYD5,FXYD domain containing ion transport regulator 5,chr19q13.12,chr19:35654937-35660784 (+) // 97.22 // q13.12
218578_at,-0.112,8.172,-4.468,2.19E-05,9.27E-04,CDC73,"cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",chr1q25,chr1:193091197-193220554 (+) // 95.41 // q31.2
244462_at,-0.129,6.876,-4.467,2.20E-05,9.27E-04,ZNF224,zinc finger protein 224,chr19q13.2,chr19:44612650-44613516 (+) // 83.75 // q13.31
228993_s_at,-0.173,8.660,-4.465,2.22E-05,9.34E-04,NCRNA00081,non-protein coding RNA 81,chr10q25.2,chr10:112657893-112658526 (-) // 96.84 // q25.2
226045_at,-0.165,5.039,-4.459,2.27E-05,9.53E-04,FRS2,fibroblast growth factor receptor substrate 2,chr12q15,chr12:69970661-69973566 (+) // 97.52 // q15
217953_at,-0.123,3.795,-4.453,2.32E-05,9.73E-04,PHF3,PHD finger protein 3,chr6q12,chr6:64356430-64425377 (+) // 98.55 // q12
226655_at,-0.204,4.465,-4.452,2.33E-05,9.76E-04,STX17,syntaxin 17,chr9q31.1,chr9:102733586-102736224 (+) // 52.73 // q31.1
1555272_at,-0.112,6.595,-4.450,2.35E-05,9.83E-04,RSPH10B2,radial spoke head 10 homolog B2 (Chlamydomonas),chr7p22.1,chr7:6804844-6838992 (+) // 84.61 // p22.1 /// chr7:5965180-5999201 (-) // 84.32 // p22.1
234989_at,0.397,7.783,4.449,2.36E-05,9.86E-04,---,---,---,chr11:65199206-65200407 (+) // 35.11 // q13.1
243699_at,0.343,5.561,4.447,2.38E-05,9.91E-04,LOC100507006,hypothetical LOC100507006,---,chr2:64455534-64478967 (+) // 94.62 // p14
205092_x_at,-0.218,4.256,-4.445,2.40E-05,9.97E-04,ZBTB1,zinc finger and BTB domain containing 1,chr14q23.3,chr14:64971420-65000408 (+) // 99.95 // q23.3
217736_s_at,0.110,9.476,4.443,2.41E-05,1.00E-03,EIF2AK1,eukaryotic translation initiation factor 2-alpha kinase 1,chr7p22,chr7:6063464-6098776 (-) // 97.97 // p22.1
238015_at,-0.138,7.700,-4.443,2.42E-05,1.00E-03,C4orf46,chromosome 4 open reading frame 46,chr4q32.1,chr4:159587893-159589336 (-) // 31.24 // q32.1
203593_at,-0.118,10.194,-4.443,2.42E-05,1.00E-03,CD2AP,CD2-associated protein,chr6p12,chr6:47445939-47594647 (+) // 97.21 // p12.3
1555780_a_at,-0.125,8.378,-4.441,2.43E-05,1.00E-03,RHEB,Ras homolog enriched in brain,chr7q36,chr7:151164172-151216797 (-) // 78.38 // q36.1
217707_x_at,-0.186,9.308,-4.441,2.43E-05,1.00E-03,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",chr9p22.3,chr9:2193370-2193621 (+) // 85.76 // p24.3
1555762_s_at,-0.106,8.464,-4.440,2.44E-05,1.00E-03,RBM15,RNA binding motif protein 15,chr1p13,chr1:110888929-110889079 (+) // 50.0 // p13.3 /// chr22:40859224-40948193 (-) // 50.0 // q13.1
235032_at,-0.123,7.965,-4.439,2.45E-05,1.01E-03,DNAJC21,"DnaJ (Hsp40) homolog, subfamily C, member 21",chr5p13.2,chr5:34954195-34955591 (+) // 98.0 // p13.2
229848_at,-0.146,5.184,-4.437,2.46E-05,1.01E-03,ZNF10,zinc finger protein 10,chr12q24.33,chr12:133735299-133736054 (+) // 29.02 // q24.33
230256_at,0.320,8.654,4.434,2.49E-05,1.02E-03,C1orf104,Chromosome 1 open reading frame 104,chr1q22,chr1:155287005-155287630 (+) // 41.98 // q22
210214_s_at,0.241,5.819,4.431,2.52E-05,1.03E-03,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",chr2q33-q34,chr2:203242156-203424733 (+) // 94.13 // q33.1
223304_at,-0.183,5.675,-4.430,2.54E-05,1.04E-03,SLC37A3,"solute carrier family 37 (glycerol-3-phosphate transporter), member 3",chr7q34,chr7:140033553-140098257 (-) // 91.96 // q34
200745_s_at,0.141,9.469,4.429,2.54E-05,1.04E-03,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1",chr1p36.33,chr1:1716724-1822524 (-) // 95.53 // p36.33
200895_s_at,0.153,7.013,4.427,2.57E-05,1.04E-03,FKBP4,"FK506 binding protein 4, 59kDa",chr12p13.33,chr12:2904206-2913101 (+) // 100.0 // p13.33
212063_at,-0.187,11.170,-4.425,2.58E-05,1.04E-03,CD44,CD44 molecule (Indian blood group),chr11p13,chr11:35251633-35253949 (+) // 92.0 // p13
223616_at,-0.177,3.723,-4.425,2.58E-05,1.04E-03,ZNF649,zinc finger protein 649,chr19q13.41,chr19:52393851-52408264 (-) // 94.82 // q13.41
228487_s_at,-0.124,7.318,-4.425,2.58E-05,1.04E-03,---,---,---,chr6:7251713-7252206 (-) // 90.32 // p24.3
240478_at,0.211,4.959,4.425,2.59E-05,1.04E-03,---,---,---,---
217383_at,-0.192,5.839,-4.424,2.59E-05,1.04E-03,PGK1,Phosphoglycerate kinase 1,chrXq13,chrX:77378335-77378835 (-) // 99.67 // q21.1
228532_at,-0.365,6.171,-4.424,2.59E-05,1.04E-03,C1orf162,chromosome 1 open reading frame 162,chr1p13.2,chr1:112016413-112021131 (+) // 91.1 // p13.2
210010_s_at,0.145,6.359,4.423,2.60E-05,1.05E-03,SLC25A1,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",chr22q11.21,chr22:19163119-19166260 (-) // 95.24 // q11.21
243295_at,0.285,6.303,4.423,2.61E-05,1.05E-03,RBM27,RNA binding motif protein 27,chr5q32,chr5:145583190-145608601 (+) // 88.31 // q32
205210_at,0.153,5.802,4.422,2.62E-05,1.05E-03,TGFBRAP1,"transforming growth factor, beta receptor associated protein 1",chr2q12.1,chr2:105883577-105924776 (-) // 97.8 // q12.1
223680_at,-0.148,4.698,-4.421,2.62E-05,1.05E-03,ZNF607,zinc finger protein 607,chr19q13.1,chr19:38187273-38188407 (-) // 92.55 // q13.12
217353_at,-0.109,4.863,-4.420,2.63E-05,1.05E-03,HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10 /// HNRPA1P5 /// LOC642817,heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1-like 2 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene 10 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene 5 /// hypothetical LOC642817,chr12q13.1 /// chr13q14.3 /// chr19p13.2 /// chr6p25.1 /// chrXq22,chr2:201927751-201929478 (+) // 83.19 // q33.1 /// chr18:29991473-29993170 (-) // 82.56 // q12.1 /// chr5:79654192-79655885 (-) // 81.87 // q14.1 /// chr6:5608754-5610491 (-) // 90.33 // p25.1 /// chrX:100141917-100143640 (-) // 82.04 // q22.1
212745_s_at,0.149,6.239,4.418,2.66E-05,1.06E-03,BBS4,Bardet-Biedl syndrome 4,chr15q22.3-q23,chr15:72978549-73030817 (+) // 97.0 // q24.1
223262_s_at,-0.122,7.814,-4.417,2.67E-05,1.06E-03,FGFR1OP2,FGFR1 oncogene partner 2,chr12p11.23,chr12:27091315-27119577 (+) // 95.83 // p11.23
218737_at,-0.109,8.074,-4.416,2.68E-05,1.06E-03,SBNO1,strawberry notch homolog 1 (Drosophila),chr12q24.31,chr12:123779078-123795637 (-) // 95.43 // q24.31
208127_s_at,-0.224,6.607,-4.415,2.68E-05,1.06E-03,SOCS5,suppressor of cytokine signaling 5,chr2p21,chr2:46926348-46989442 (+) // 98.2 // p21
224692_at,-0.125,9.242,-4.415,2.69E-05,1.06E-03,PPP1R15B,"protein phosphatase 1, regulatory (inhibitor) subunit 15B",chr1q32.1,chr1:204372514-204381191 (-) // 92.99 // q32.1
217672_x_at,-0.151,8.450,-4.414,2.69E-05,1.06E-03,EIF1,eukaryotic translation initiation factor 1,chr17q21.2,chr17:39847565-39847763 (+) // 46.23 // q21.2
229654_at,-0.212,3.622,-4.413,2.70E-05,1.07E-03,---,---,---,chr19:12355574-12356189 (+) // 54.14 // p13.2
231005_at,0.188,5.559,4.413,2.70E-05,1.07E-03,---,---,---,chr16:58611005-58611677 (-) // 66.03 // q21
243661_at,-0.178,3.489,-4.406,2.77E-05,1.09E-03,ZNF273,zinc finger protein 273,chr7q11.21,---
215758_x_at,-0.160,5.392,-4.404,2.80E-05,1.10E-03,ZNF93,zinc finger protein 93,chr19p12,chr19:20026097-20045627 (+) // 99.95 // p12
201440_at,0.183,7.351,4.403,2.81E-05,1.10E-03,DDX23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,chr12q13.12,chr12:53124169-53127346 (+) // 92.03 // q13.13 /// chr12:49223539-49245905 (-) // 99.1 // q13.12
241925_x_at,-0.167,6.227,-4.402,2.82E-05,1.10E-03,---,---,---,chr12:60180970-60183125 (+) // 88.73 // q14.1
203181_x_at,0.169,8.548,4.401,2.83E-05,1.11E-03,SRPK2,SRSF protein kinase 2,chr7q22-q31.1,chr7:104756820-104909462 (-) // 97.87 // q22.3
238634_x_at,-0.162,3.447,-4.399,2.85E-05,1.11E-03,---,---,---,chr10:90343465-90344285 (+) // 57.85 // q23.31
213208_at,-0.122,7.250,-4.395,2.90E-05,1.13E-03,KIAA0240,KIAA0240,chr6p21.1,chr6:42796277-42836294 (+) // 97.94 // p21.1
222459_at,-0.148,9.423,-4.391,2.94E-05,1.14E-03,AKIRIN1,akirin 1,chr1p34.3,chr1:39456916-39471989 (+) // 88.38 // p34.3
202314_at,-0.148,9.770,-4.390,2.95E-05,1.15E-03,CYP51A1,"cytochrome P450, family 51, subfamily A, polypeptide 1",chr7q21.2,chr13:29295003-29298296 (-) // 85.12 // q12.3 /// chr3:82854161-82857304 (-) // 85.78 // p12.2 /// chr7:91741465-91763800 (-) // 90.26 // q21.2
215737_x_at,0.117,5.708,4.387,2.99E-05,1.16E-03,USF2,"upstream transcription factor 2, c-fos interacting",chr19q13,chr19:35759794-35770717 (+) // 88.02 // q13.12
223898_at,-0.205,5.838,-4.386,3.00E-05,1.16E-03,ZNF670,zinc finger protein 670,chr1q44,chr1:247200086-247242063 (-) // 96.47 // q44
227268_at,-0.254,6.045,-4.386,3.00E-05,1.16E-03,RNFT1,"ring finger protein, transmembrane 1",chr17q23.1,chr17:58029603-58042095 (-) // 98.62 // q23.1
218490_s_at,-0.135,8.311,-4.385,3.01E-05,1.16E-03,ZNF302,zinc finger protein 302,chr19q13.11,chr19:35168598-35177296 (+) // 97.62 // q13.11
207719_x_at,-0.100,9.175,-4.385,3.01E-05,1.16E-03,CEP170,centrosomal protein 170kDa,chr1q44,chr4:119388743-119477273 (+) // 95.08 // q26 /// chr1:243287730-243388624 (-) // 99.43 // q43
209028_s_at,-0.176,9.632,-4.380,3.07E-05,1.18E-03,ABI1,abl-interactor 1,chr10p11.2,chr10:27035823-27149858 (-) // 98.45 // p12.1
203134_at,-0.154,4.445,-4.380,3.07E-05,1.18E-03,PICALM,phosphatidylinositol binding clathrin assembly protein,chr11q14,chr11:85669887-85779971 (-) // 98.04 // q14.2
241415_at,0.123,3.663,4.380,3.07E-05,1.18E-03,---,---,---,---
223675_s_at,-0.105,8.508,-4.379,3.08E-05,1.18E-03,VEZT,"vezatin, adherens junctions transmembrane protein",chr12q22,chr12:95645720-95694946 (+) // 92.61 // q22
234953_x_at,-0.115,5.028,-4.374,3.14E-05,1.20E-03,ZNF19,zinc finger protein 19,chr16q22,chr16:71509446-71509655 (-) // 99.52 // q22.2
220839_at,-0.112,4.846,-4.374,3.15E-05,1.20E-03,METTL5,methyltransferase like 5,chr2q31.1,chr2:170666590-170681415 (-) // 93.46 // q31.1
228604_at,-0.136,5.379,-4.370,3.19E-05,1.21E-03,FAM76A,"family with sequence similarity 76, member A",chr1p35.3,chr1:28088386-28089627 (+) // 87.8 // p35.3
230490_x_at,-0.205,7.005,-4.369,3.20E-05,1.21E-03,RSU1,Ras suppressor protein 1,chr10p13,---
203966_s_at,-0.165,9.981,-4.369,3.20E-05,1.21E-03,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent, 1A",chr14q23.1,chr14:60715616-60760036 (+) // 97.44 // q23.1
208229_at,-0.127,4.207,-4.367,3.23E-05,1.22E-03,FGFR2,fibroblast growth factor receptor 2,chr10q26,chr10:123243231-123357917 (-) // 83.99 // q26.13
224227_s_at,0.165,3.165,4.365,3.25E-05,1.23E-03,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",chr5q13,chr5:70751615-70807103 (+) // 99.79 // q13.2
1560788_at,0.176,3.213,4.364,3.26E-05,1.23E-03,MYO3B,myosin IIIB,chr2q31.1-q31.2,chr2:171055717-171239266 (+) // 93.02 // q31.1
238609_at,-0.160,5.567,-4.358,3.33E-05,1.26E-03,FAM200A,"family with sequence similarity 200, member A",chr7q22.1,---
229174_at,-0.140,8.367,-4.357,3.34E-05,1.26E-03,C3orf38,chromosome 3 open reading frame 38,chr3p11.1,chr3:88206659-88207113 (+) // 95.18 // p11.1
204299_at,-0.100,9.114,-4.355,3.38E-05,1.27E-03,SRSF10,serine/arginine-rich splicing factor 10,chr1p36.11,chr1:24295572-24306817 (-) // 89.83 // p36.11 /// chr1_gl000191_random:38911-50145 (-) // 89.87 //
221230_s_at,-0.120,8.968,-4.355,3.38E-05,1.27E-03,ARID4B,AT rich interactive domain 4B (RBP1-like),chr1q42.1-q43,chr1:235330211-235491253 (-) // 97.28 // q42.3
242131_at,-0.149,6.568,-4.354,3.39E-05,1.27E-03,ATP6,ATP synthase F0 subunit 6,---,chrM:8662-9207 (+) // 62.91 //
206507_at,-0.145,6.273,-4.353,3.41E-05,1.27E-03,ZSCAN12,zinc finger and SCAN domain containing 12,chr6p21,chr6:28346731-28367511 (-) // 93.58 // p22.1
228693_at,0.259,6.038,4.352,3.42E-05,1.28E-03,CCDC50,coiled-coil domain containing 50,chr3q28,chr3:191113766-191115284 (+) // 97.35 // q28
218050_at,-0.115,9.669,-4.348,3.46E-05,1.29E-03,UFM1,ubiquitin-fold modifier 1,chr13q13.3,chr13:38924017-38937137 (+) // 94.5 // q13.3
204873_at,-0.113,6.474,-4.345,3.51E-05,1.31E-03,PEX1,peroxisomal biogenesis factor 1,chr7q21.2,chr7:92116339-92157809 (-) // 99.95 // q21.2
1566425_at,0.098,3.783,4.344,3.52E-05,1.31E-03,---,---,---,chr11:10116075-10120302 (+) // 35.02 // p15.4
239545_at,0.168,4.363,4.343,3.53E-05,1.31E-03,---,---,---,chr7:94166017-94166461 (+) // 85.52 // q21.3
209900_s_at,-0.104,7.957,-4.343,3.53E-05,1.31E-03,SLC16A1,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",chr1p12,chr1:113454852-113498805 (-) // 98.36 // p13.2
237753_at,-0.151,9.903,-4.340,3.57E-05,1.32E-03,IL21R,interleukin 21 receptor,chr16p11,chr16:27462927-27463363 (+) // 32.8 // p12.1
240549_at,-0.202,5.043,-4.338,3.60E-05,1.33E-03,---,---,---,chr20:300332-300719 (-) // 72.73 // p13
224568_x_at,0.333,8.250,4.335,3.63E-05,1.34E-03,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),chr11q13.1,chr11:65266513-65269925 (+) // 86.62 // q13.1
226767_s_at,-0.173,6.971,-4.335,3.65E-05,1.34E-03,FAHD1,fumarylacetoacetate hydrolase domain containing 1,chr16p13.3,chr16:1876971-1878275 (+) // 78.13 // p13.3
213610_s_at,-0.252,7.072,-4.333,3.67E-05,1.35E-03,KLHL23,kelch-like 23 (Drosophila),chr2q31.1,chr2:170606859-170608394 (+) // 48.07 // q31.1
219495_s_at,-0.174,5.568,-4.332,3.68E-05,1.35E-03,ZNF180,zinc finger protein 180,chr19q13.2,chr19:44979860-45004555 (-) // 99.61 // q13.31
243899_at,0.178,4.683,4.329,3.72E-05,1.36E-03,ARL17A,ADP-ribosylation factor-like 17A,chr17q21.31,chr17:44630844-44631303 (-) // 50.33 // q21.31 /// chr17:44412989-44413448 (-) // 50.33 // q21.31
219978_s_at,0.267,8.061,4.328,3.73E-05,1.37E-03,NUSAP1,nucleolar and spindle associated protein 1,chr15q15.1,chr15:41625077-41650408 (+) // 98.15 // q15.1
230623_x_at,-0.127,6.711,-4.327,3.75E-05,1.37E-03,USP28,ubiquitin specific peptidase 28,chr11q23,chr11:113668596-113669040 (-) // 49.89 // q23.2
236133_x_at,-0.152,3.548,-4.327,3.76E-05,1.37E-03,ZNF254,zinc finger protein 254,chr19p12,chr19:24311985-24312652 (+) // 53.57 // p12
219290_x_at,-0.126,9.008,-4.326,3.76E-05,1.37E-03,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides,chr4q25-q27,chr4:100737989-100791311 (+) // 89.42 // q23
219770_at,-0.162,6.938,-4.323,3.81E-05,1.39E-03,GTDC1,glycosyltransferase-like domain containing 1,chr2q22.3,chr2:144703582-144765078 (-) // 99.89 // q22.3
202109_at,0.157,6.640,4.320,3.85E-05,1.40E-03,ARFIP2,ADP-ribosylation factor interacting protein 2,chr11p15,chr11:6497781-6502525 (-) // 99.94 // p15.4
222846_at,-0.172,8.750,-4.319,3.86E-05,1.40E-03,RAB8B,"RAB8B, member RAS oncogene family",chr15q22.2,chr15:63481732-63558906 (+) // 99.74 // q22.2
204176_at,-0.121,7.093,-4.316,3.91E-05,1.42E-03,KLHL20,kelch-like 20 (Drosophila),chr1q25.1,chr1:173684094-173755960 (+) // 99.06 // q25.1
236358_at,-0.164,4.322,-4.313,3.96E-05,1.43E-03,---,---,---,---
219507_at,0.203,7.071,4.313,3.96E-05,1.43E-03,RSRC1,arginine/serine-rich coiled-coil 1,chr3q25.32,chr3:157827894-158178751 (+) // 94.25 // q25.32
223988_x_at,0.122,9.318,4.312,3.97E-05,1.43E-03,METT11D1,methyltransferase 11 domain containing 1,chr14q11.2,chr14:21458145-21465187 (+) // 97.03 // q11.2
241946_at,-0.254,5.613,-4.310,4.01E-05,1.44E-03,ZDHHC21,"zinc finger, DHHC-type containing 21",chr9p22.3,chr9:14617470-14618761 (-) // 97.67 // p22.3
228755_at,0.140,3.825,4.308,4.03E-05,1.45E-03,GIGYF1,GRB10 interacting GYF protein 1,chr7q22,chr7:100278961-100286222 (-) // 97.24 // q22.1
241425_at,0.267,6.170,4.308,4.04E-05,1.45E-03,NUPL1,nucleoporin like 1,chr13q12.13,chr13:25876841-25877364 (+) // 87.4 // q12.13
227531_at,-0.105,6.877,-4.307,4.04E-05,1.45E-03,---,---,---,chr4:56294071-56294743 (-) // 97.81 // q12
229431_at,-0.144,7.241,-4.304,4.09E-05,1.46E-03,RFXAP,regulatory factor X-associated protein,chr13q14,chr13:37402288-37403241 (+) // 88.91 // q13.3
209404_s_at,-0.111,7.544,-4.303,4.10E-05,1.47E-03,TMED7,transmembrane emp24 protein transport domain containing 7,chr5q22.3,chr5:114949199-114961380 (-) // 83.06 // q22.3
202221_s_at,-0.219,6.940,-4.300,4.16E-05,1.48E-03,EP300,E1A binding protein p300,chr22q13.2,chr22:41487789-41576081 (+) // 95.37 // q13.2
225411_at,-0.144,8.861,-4.300,4.16E-05,1.48E-03,TMEM87B,transmembrane protein 87B,chr2q13,chr2:112873835-112876891 (+) // 97.14 // q13
224046_s_at,-0.215,6.537,-4.299,4.17E-05,1.48E-03,PDE7A,phosphodiesterase 7A,chr8q13,chr8:66631312-66701332 (-) // 99.94 // q13.1
206402_s_at,0.107,4.055,4.299,4.17E-05,1.48E-03,NPFF,neuropeptide FF-amide peptide precursor,chr12q13.13,chr12:53900473-53901422 (-) // 100.0 // q13.13
218602_s_at,-0.160,6.888,-4.299,4.18E-05,1.48E-03,HAUS6,"HAUS augmin-like complex, subunit 6",chr9p22.1,chr7:53256491-53932003 (+) // 96.8 // p12.1 /// chr9:19055699-19060223 (-) // 98.58 // p22.1
201264_at,0.148,7.997,4.296,4.22E-05,1.49E-03,COPE,"coatomer protein complex, subunit epsilon",chr19p13.11,chr19:19010338-19030186 (-) // 97.7 // p13.11
1554084_a_at,0.203,5.323,4.294,4.25E-05,1.50E-03,NOL9,nucleolar protein 9,chr1p36.31,chr1:6584905-6614595 (-) // 86.32 // p36.31
217851_s_at,-0.104,9.080,-4.293,4.26E-05,1.50E-03,SLMO2,slowmo homolog 2 (Drosophila),chr20q13.32,chr7:126935604-126938152 (+) // 90.61 // q31.33 /// chr20:57608205-57617869 (-) // 98.5 // q13.32
210954_s_at,-0.136,4.096,-4.292,4.28E-05,1.50E-03,TSC22D2,"TSC22 domain family, member 2",chr3q25.1,chr3:150128965-150176465 (+) // 100.0 // q25.1
212069_s_at,0.127,5.491,4.292,4.28E-05,1.50E-03,BAT2L1,HLA-B associated transcript 2-like 1,chr9q34.13,chr9:134351616-134375584 (+) // 98.38 // q34.13
1556678_a_at,-0.226,4.687,-4.291,4.31E-05,1.51E-03,---,---,---,chr19:52561743-52598942 (-) // 77.63 // q13.41
218620_s_at,0.134,6.641,4.289,4.33E-05,1.52E-03,HEMK1,HemK methyltransferase family member 1,chr3p21.3,chr3:50608364-50618101 (+) // 97.83 // p21.2
219029_at,-0.160,8.213,-4.289,4.34E-05,1.52E-03,C5orf28,chromosome 5 open reading frame 28,chr5p12,chr5:43445428-43483961 (-) // 98.86 // p12
200908_s_at,-0.138,5.293,-4.288,4.34E-05,1.52E-03,RPLP2,"ribosomal protein, large, P2",chr11p15.5,chr11:809944-812874 (-) // 56.51 // p15.5
201765_s_at,0.100,8.378,4.288,4.34E-05,1.52E-03,HEXA,hexosaminidase A (alpha polypeptide),chr15q24.1,chr15:72635777-72668383 (-) // 99.05 // q23
229533_x_at,-0.152,7.086,-4.288,4.35E-05,1.52E-03,ZNF680,zinc finger protein 680,chr7q11.21,chr7:63980255-63981819 (-) // 95.29 // q11.21
225070_at,-0.115,9.415,-4.287,4.37E-05,1.52E-03,NUS1,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae),chr6q22.1,chr6:118028471-118030987 (+) // 95.37 // q22.1 /// chrX:47369180-47371707 (-) // 95.26 // p11.23
1552417_a_at,-0.164,6.554,-4.285,4.39E-05,1.52E-03,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1",chr12q23.1,chr12:97301243-97346036 (+) // 97.48 // q23.1
227988_s_at,-0.142,7.457,-4.285,4.39E-05,1.52E-03,VPS13A,vacuolar protein sorting 13 homolog A (S. cerevisiae),chr9q21,chr9:80031110-80032406 (+) // 96.84 // q21.2
202301_s_at,0.119,8.835,4.285,4.40E-05,1.52E-03,RSRC2,arginine/serine-rich coiled-coil 2,chr12q24.31,chr12:122989272-123011526 (-) // 98.85 // q24.31
219326_s_at,-0.212,9.555,-4.285,4.40E-05,1.52E-03,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",chr2p15,chr2:62423266-62450949 (+) // 98.03 // p15
214590_s_at,-0.183,7.311,-4.283,4.44E-05,1.53E-03,UBE2D1,"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)",chr10q21.1,chr10:60094732-60129023 (+) // 99.74 // q21.1
